kod_kreskowy;nazwa_produktu;cena;kod_produktu;ilość;dostępność
;"Naklejka Ażurowa ""Narożniki duże"" - Złota";2,35;DD 6754Z;79;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Narożniki kwiatowe"" - Srebrna";2,35;274700S;128;
8720000000000;"Naklejka Ażurowa ""Narożniki kwiatowe"" - Złota";2,35;274700Z;198;
8720000000000;"Naklejka Ażurowa ""Narożniki małe"" - Srebrna";2,35;285100S;124;
8720000000000;"Naklejka Ażurowa ""Narożniki małe"" - Złota";2,35;285100Z;143;
8720000000000;"Naklejka Ażurowa ""Narożniki ornamentowe""- Srebrna";2,35;187800S;68;
8720000000000;"Naklejka Ażurowa ""Narożniki ornamentowe""- Złota";2,35;187800Z;67;
;"Naklejka Ażurowa ""Narożniki stokrotki"" - Srebrna";2,35;DD 6752S;1;
;"Naklejka Ażurowa ""Narożniki stokrotki"" - Złota";2,35;DD 6752Z;0;
8720000000000;"Naklejka Ażurowa ""Narożniki"" - Srebrna";2,35;285400S;35;
;"Naklejka Ażurowa ""Narożniki"" - Srebrna";2,35;DD 6577S;194;
;"Naklejka Ażurowa ""Narożniki"" - Srebrna";2,35;DD 6808S;103;
8720000000000;"Naklejka Ażurowa ""Narożniki"" - Złota";2,35;285400Z;17;
;"Naklejka Ażurowa ""Narożniki"" - Złota";2,35;DD 6577Z;98;
;"Naklejka Ażurowa ""Narożniki"" - Złota";2,35;DD 6808Z;97;
;"Naklejka Ażurowa ""Narożniki"" (R130) - Srebrna";2,35;1.2190S;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Narożniki"" (R145) - Srebrna";2,35;1.2310S;35;
8720000000000;"Naklejka Ażurowa ""Narożniki"" (R145) - Złota";2,35;1.2310Z;180;
;"Naklejka Ażurowa ""Nuty i instrumenty"" - Srebny";2,25;1703S;0;
;"Naklejka Ażurowa ""O"" - Srebrna";2,35;1.5570S;17;WYCOFANY
;"Naklejka Ażurowa ""O"" - Złota";2,35;1.5570Z;72;WYCOFANY
;"Naklejka Ażurowa ""Obrączki cienkie"" - Srebrna";2,35;DD 6428S;151;
;"Naklejka Ażurowa ""Obrączki cienkie"" - Złota";2,35;DD 6428Z;57;
8720000000000;"Naklejka Ażurowa ""Obrączki duże leżące""(R791) - Srebrna";2,35;2.0710S;25;
8720000000000;"Naklejka Ażurowa ""Obrączki duże leżące""(R791) - Złota";2,35;2.0710Z;205;
;"Naklejka Ażurowa ""Obrączki mix""(R215) - Srebrna";2,35;1.2540S;52;
8720000000000;"Naklejka Ażurowa ""Obrączki mix""(R215) - Złota";2,35;1.2540Z;50;
;"Naklejka Ażurowa ""Obrączki multi"" - Srebrna";2,35;DD 6436S;164;
;"Naklejka Ażurowa ""Obrączki multi"" - Złota";2,35;DD 6436Z;117;
;"Naklejka Ażurowa ""Obrączki"" - Srebrna";2,35;DD 6434S;173;
;"Naklejka Ażurowa ""Obrączki"" - Złota";2,35;DD 6434Z;85;
;"Naklejka Ażurowa ""Obrączki/okna""(R04) - Srebrna";2,35;1.1330S;198;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Obrączki/okna""(R04) - Złota";2,35;1.1330Z;137;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Owady""(R55) - Srebrna";2,35;1.0721S;160;
8720000000000;"Naklejka Ażurowa ""Owady""(R55) - Złota";2,35;1.0721Z;86;
;"Naklejka Ażurowa ""Owale"" - Złoty";2,25;1761Z;0;
;"Naklejka Ażurowa ""P"" - Srebrna";2,35;1.5575S;42;WYCOFANY
;"Naklejka Ażurowa ""P"" (R615) - Złota";2,35;1.5575Z;13;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Pamiątka Bierzmowania"" - Srebrna";2,35;190200S;133;
8720000000000;"Naklejka Ażurowa ""Pamiątka Bierzmowania"" - Złota";2,35;190200Z;119;
8720000000000;"Naklejka Ażurowa ""Pamiątka Chrztu"" - Złota";2,35;212900Z;186;
8720000000000;"Naklejka Ażurowa ""Pamiątka Chrztu""- Srebrna";2,35;212900S;86;
8720000000000;"Naklejka Ażurowa ""Pan Jezus"" - Srebrna";2,35;186600S;186;
8720000000000;"Naklejka Ażurowa ""Pan Jezus"" - Złota";2,35;186600Z;183;
;"Naklejka Ażurowa ""Para Młoda"" - Srebrna";2,35;DD 6421S;48;WYCOFANY
;"Naklejka Ażurowa ""Para Młoda"" - Złota";2,35;DD 6421Z;49;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Para Młoda""(R574) - Srebrna";2,35;1.3650S;188;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Para Młoda""(R574) - Złota";2,35;1.3650Z;145;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Party""(R302) - Srebrna";2,35;1.3100S;122;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Party""(R302) - Złota";2,35;1.3100Z;46;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Paski proste"" (R536)(4950) - Srebrna";2,35;1.3170S;143;
8720000000000;"Naklejka Ażurowa ""Paski proste"" (R536)(4950)- Złota";2,35;1.3170Z;60;
8720000000000;"Naklejka Ażurowa ""Paski""(R675) - Srebrna";2,35;1.4210S;117;
8720000000000;"Naklejka Ażurowa ""Paski""(R675) - Złota";2,35;1.4210Z;198;
5900000000000;"Naklejka Ażurowa ""Pejzaż zimowy"" - Srebrna";2,35;1732S;558;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Pejzaż zimowy"" - Złota";2,35;1732Z;2159;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Pejzaż zimowy""(R104) - Srebrna";2,35;1.1150S;112;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Pejzaż zimowy""(R104) - Złota";2,35;1.1150Z;123;WYCOFANY
;"Naklejka Ażurowa ""Pieski"" - Srebrna";2,35;DD 5306S;26;WYCOFANY
;"Naklejka Ażurowa ""Pieski"" - Złota";2,35;DD 5306Z;56;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Piłka nożna"" - Srebrna";2,35;DD 5703S;11;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Piłka nożna"" - Złota";2,35;DD 5703Z;30;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Pisanki"" - Srebrna";2,35;DD 7106S;12;
5900000000000;"Naklejka Ażurowa ""Pisanki"" - Złota";2,35;DD 7106Z;102;
5900000000000;"Naklejka Ażurowa ""Pisklaki"" - Srebrna";2,35;DD 7104S;129;
5900000000000;"Naklejka Ażurowa ""Pisklaki"" - Złota";2,35;DD 7104Z;106;
8720000000000;"Naklejka Ażurowa ""Podziękowanie"" - Srebrna";2,35;190300S;204;
8720000000000;"Naklejka Ażurowa ""Podziękowanie""- Złota";2,35;190300Z;101;
8720000000000;"Naklejka Ażurowa ""Prezenty""(R347) - Srebrna";2,35;1.4400S;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Prezenty""(R347) - Złota";2,35;1.4400Z;4;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Ptaszki""(R021) - Srebrna";2,25;2.4040S ;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Ptaszki""(R021) - Złota";2,25;2.4040Z;0;WYCOFANY
;"Naklejka Ażurowa ""R"" - Srebrna";2,35;1.5585S;33;WYCOFANY
;"Naklejka Ażurowa ""R"" (R617) - Złota";2,35;1.5585Z;43;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Rocznica Ślubu"" - Srebrna";2,35;519100S;116;
8720000000000;"Naklejka Ażurowa ""Rocznica Ślubu"" - Złota";2,35;519100Z;71;
;"Naklejka Ażurowa ""Róża w wazoniku"" - Srebrna";2,35;DD 6308S;70;WYCOFANY
;"Naklejka Ażurowa ""Róża w wazoniku"" - Złota";2,35;DD 6308Z;70;WYCOFANY
;"Naklejka Ażurowa ""Róże"" - Srebrna";2,35;DD 6501S;76;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Róże"" - Srebrna";2,35;DD 6503S;47;
;"Naklejka Ażurowa ""Róże"" - Srebrna";2,35;DD 6510S;66;WYCOFANY
;"Naklejka Ażurowa ""Róże"" - Złota";2,35;DD 6501Z;113;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Róże"" - Złota";2,35;DD 6503Z;130;
;"Naklejka Ażurowa ""Róże"" - Złota";2,35;DD 6510Z;20;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Róże""- Srebrna";2,35;311700S;138;
8720000000000;"Naklejka Ażurowa ""Róże""- Złota";2,35;311700Z;197;
;"Naklejka Ażurowa ""Róże""(R171) - Srebrna";2,35;1.2370S;37;WYCOFANY
;"Naklejka Ażurowa ""Róże""(R171)- Złota";2,35;1.2370Z;42;WYCOFANY
;"Naklejka Ażurowa ""Róże""(R958) - Złota";2,25;2.0610Z;0;WYCOFANY
;"Naklejka Ażurowa ""Różyczki""(R200) - Niebieska";2,35;1.2450N;25;WYCOFANY
;"Naklejka Ażurowa ""Różyczki""(R200) - Różowa";2,35;1.2450R;12;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Różyczki""(R200) - Srebrna";2,35;1.2450S;48;
8720000000000;"Naklejka Ażurowa ""Różyczki""(R200) - Złota";2,35;1.2450Z;163;
;"Naklejka Ażurowa ""Różyczki""(R417) - Niebieska";2,35;2.0890N;74;WYCOFANY
;"Naklejka Ażurowa ""Różyczki""(R417) - Różowa";2,35;2.0890R;66;WYCOFANY
;"Naklejka Ażurowa ""Różyczki""(R417) - Złota";2,35;2.0890Z;28;WYCOFANY
;"Naklejka ażurowa ""Ryby"" - srebrna";2,25;20-37823 85;0;
;"Naklejka Ażurowa ""Ryby"" - Srebrna";2,35;DD 5805S;17;WYCOFANY
;"Naklejka Ażurowa ""Ryby"" - Złota";2,35;DD 5805Z;28;WYCOFANY
;"Naklejka ażurowa ""Ryby"" - złoty";2,25;20-37823 76;0;
8720000000000;"Naklejka Ażurowa ""Ryby""(R732) - Srebrna";2,35;1.4820S;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Ryby""(R732) - Złota";2,35;1.4820Z;153;WYCOFANY
;"Naklejka Ażurowa ""S"" - Srebrna";2,35;1.5590S;32;WYCOFANY
;"Naklejka Ażurowa ""S"" - Złota";2,35;1.5590Z;71;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Sanki 1"" - Złota";2,35;1672Z;2142;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Sanki 1"" -Srebrna";2,35;1672S;762;WYCOFANY
;"Naklejka Ażurowa ""Serca na wstędze"" - Srebrna";2,35;DD 6306S;173;WYCOFANY
;"Naklejka Ażurowa ""Serca na wstędze"" - Złota";2,35;DD 6306Z;146;WYCOFANY
;"Naklejka Ażurowa ""Serca ornamentowe"" - Czarna";2,35;191100C;49;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Serca ornamentowe"" - Srebrna";2,35;191100S;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Serca ornamentowe"" - Złota";2,35;191100Z;5;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Serca z obrączkami""(R923) - Srebrna";2,35;1.8530S;33;
8720000000000;"Naklejka Ażurowa ""Serca z obrączkami""(R923) - Złota";2,35;1.8530Z;149;
;"Naklejka Ażurowa ""Serca""  - Diamentowy Srebrny";3,2;1.7500S;0;
;"Naklejka Ażurowa ""Serca"" - Diamentowy Złoty";3,2;1.7500Z;0;
4010000000000;"Naklejka Ażurowa ""Serca"" - Srebrna";2,25;20-37824 26;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Serca"" - Srebrna";2,35;286200S;42;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Serca"" - Srebrna";2,35;DD 6303S;131;
8720000000000;"Naklejka Ażurowa ""Serca"" - Złota";2,35;286200Z;9;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Serca"" - Złota";2,35;DD 6303Z;53;
8720000000000;"Naklejka Ażurowa ""Serca""(R81) - Srebrna";2,35;1.2110S;183;
8720000000000;"Naklejka Ażurowa ""Serca""(R81) -Złota";2,35;1.2110Z;158;
5900000000000;"Naklejka Ażurowa ""Serce w sercu"" - Srebrna";2,35;DD 6302S;96;
5900000000000;"Naklejka Ażurowa ""Serce w sercu"" - Złota";2,35;DD 6302Z;102;
5900000000000;"Naklejka Ażurowa ""Serce z różami"" - Srebrna";2,35;DD 6307S;84;
5900000000000;"Naklejka Ażurowa ""Serce z różami"" - Złota";2,35;DD 6307Z;72;
8720000000000;"Naklejka Ażurowa ""Serdeczne Życzenia""(R412) - Srebrna";2,35;2.0850S;47;
8720000000000;"Naklejka Ażurowa ""Serdeczne Życzenia""(R412) - Złota";2,35;2.0850Z;41;
8720000000000;"Naklejka Ażurowa ""Słoneczniki w doniczce"" (R3055)- Srebrna";2,35;365200S;159;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Słoneczniki w doniczce"" (R3055)- Złota";2,35;365200Z;170;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Słoneczniki"" - Srebrna";2,35;DD 6507S;72;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Słoneczniki"" - Złota";2,35;DD 6507Z;66;WYCOFANY
;"Naklejka Ażurowa ""Słońca i księżyce"" Niebieska";2,35;1.8540N;168;WYCOFANY
;"Naklejka Ażurowa ""Słońca i księżyce"" Różowa";2,35;1.8540R;169;WYCOFANY
;"Naklejka Ażurowa ""Słońce"" - Srebrna";2,25;1726S;0;WYCOFANY
;"Naklejka Ażurowa ""Słońce"" - Złoty";2,25;1726Z;0;
8720000000000;"Naklejka Ażurowa ""Smoczki""- Srebrna";2,35;229600S;42;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Smoczki""- Złota";2,35;229600Z;183;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Stajenka"" - Srebrna";2,35;DD 7055S;146;
5900000000000;"Naklejka Ażurowa ""Stajenka"" - Złota";2,35;DD 7055Z;406;
;"Naklejka Ażurowa ""Stanisław"" - Srebrna";2,35;356300S;0;
;"Naklejka Ażurowa ""Stanisław"" - Złota";2,35;356300Z;0;
8720000000000;"Naklejka Ażurowa ""Sto Lat"" - Srebrna";2,35;283800S;73;
;"Naklejka Ażurowa ""Sto Lat"" - Srebrna";2,25;7901S;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Sto Lat"" - Złota";2,35;283800Z;195;
8720000000000;"Naklejka Ażurowa ""Stroiki""(R457) - Srebrna";2,35;2.1630S;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Stroiki""(R457) - Złota";2,35;2.1630Z;186;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Stroiki""(R557) - Srebrna";2,35;1.3570S;62;
8720000000000;"Naklejka Ażurowa ""Stroiki""(R557) - Złota";2,35;1.3570Z;194;
8720000000000;"Naklejka Ażurowa ""Sukienki"" (R3015) - Srebrna";2,35;363600S;155;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Sukienki"" (R3015) - Złota";2,35;363600Z;65;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Szczęśliwego Nowego Roku"" - Srebrna";2,35;7902S;60;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Szczęśliwego Nowego Roku"" - Złota";2,35;7902Z;712;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek - kwiaty"" - Srebrna";2,35;249500S;112;
8720000000000;"Naklejka Ażurowa ""Szlaczek - kwiaty"" - Złota";2,35;249500Z;44;
8720000000000;"Naklejka Ażurowa ""Szlaczek bluszcz"" - Srebrna";2,35;199300S;18;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek bluszcz"" - Złota";2,35;199300Z;0;
8720000000000;"Naklejka Ażurowa ""Szlaczek Św.""(R351) - Srebrna";2,35;1.4410S;59;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek Św.""(R351) - Złota";2,35;1.4410Z;135;WYCOFANY
;"Naklejka Ażurowa ""Szlaczek z bombek"" - Srebrna";2,35;DD 7037S;47;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Szlaczek z bombek"" - Złota";2,35;DD 7037Z;51;WYCOFANY
8720000000000;"Naklejka ażurowa ""Szlaczek z choinek"", srebrna";2,35;312600S;28;WYCOFANY
8720000000000;"Naklejka ażurowa ""Szlaczek z choinek"", złota";2,35;312600Z;16;WYCOFANY
;"Naklejka Ażurowa ""Szlaczek z kropeczek""(R406) - Niebieska";2,35;2.0640N;18;WYCOFANY
;"Naklejka Ażurowa ""Szlaczek z kropeczek""(R406) - Różowa";2,35;2.0640R;18;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek z kropeczek""(R406) - Srebrna";2,35;2.0640S;38;
8720000000000;"Naklejka Ażurowa ""Szlaczek z kropeczek""(R406) - Złota";2,35;2.0640Z;156;
8720000000000;"Naklejka Ażurowa ""Szlaczek z listków"" - Srebrna";2,35;193600S;102;
8720000000000;"Naklejka Ażurowa ""Szlaczek z listków"" - Złota";2,35;193600Z;128;
8720000000000;"Naklejka Ażurowa ""Szlaczek z różyczkami"" - Srebrna";2,35;208900S;209;
8720000000000;"Naklejka Ażurowa ""Szlaczek z różyczkami"" - Złota";2,35;208900Z;192;
;"Naklejka Ażurowa ""Szlaczek z serduszek""(R421) - Różowa";2,35;2.0910R;2;WYCOFANY
;"Naklejka Ażurowa ""Szlaczek z serduszek""(R421)- Niebieska";2,25;2.0910N;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek z serduszek""(R544) - Srebrna";2,35;1.3250S;53;
8720000000000;"Naklejka Ażurowa ""Szlaczek z serduszek""(R544) - Złota";2,35;1.3250Z;72;
8720000000000;"Naklejka ażurowa ""Szlaczek zawijany"" - Srebrna";2,35;209100S;174;WYCOFANY
8720000000000;"Naklejka ażurowa ""Szlaczek zawijany"" - Złota";2,35;209100Z;118;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Szlaczek"" - Srebrna";2,35;0103S;560;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek"" - Srebrna";2,35;271200S;293;
;"Naklejka Ażurowa ""Szlaczek"" - Srebrna";2,35;DD 6587S;30;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Szlaczek"" - Złota";2,35;0103Z;1326;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek"" - Złota";2,35;271200Z;39;
;"Naklejka Ażurowa ""Szlaczek"" - Złota";2,35;DD 6587Z;38;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek"" (645) - Srebrna";2,35;1.3970S;186;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek"" (645) - Złota";2,35;1.3970Z;137;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek"" (646) - Srebrna";2,35;1.3980S;63;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek"" (646) - Złota";2,35;1.3980Z;106;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R642) - Srebrna";2,35;1.3940S;172;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R642) - Złota";2,35;1.3940Z;51;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R643) - Srebrna";2,35;1.3950S;175;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R643) - Złota";2,35;1.3950Z;99;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R644) - Srebrna";2,35;1.3960S;161;
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R644) - Złota";2,35;1.3960Z;135;
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R647) - Srebrna";2,35;1.3990S;27;
8720000000000;"Naklejka Ażurowa ""Szlaczek""(R647) - Złota";2,35;1.3990Z;185;
8720000000000;"Naklejka Ażurowa ""Szlaczki 2""(R543) - Srebrna";2,35;1.3230S;61;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki 2""(R543) - Złota";2,35;1.3230Z;91;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki gwiazdki""(R542) - Srebrna";2,35;1.3210S;112;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki gwiazdki""(R542) - Złota";2,35;1.3210Z;113;WYCOFANY
;"Naklejka Ażurowa ""Szlaczki serduszko/kwiatek"" - Niebieska";2,35;2.0920N;42;WYCOFANY
;"Naklejka Ażurowa ""Szlaczki serduszko/kwiatek"" - Różowa";2,35;2.0920R;31;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki serduszko/kwiatek"" (R422) - Srebrna";2,35;2.0920S;47;
8720000000000;"Naklejka Ażurowa ""Szlaczki serduszko/kwiatek"" (R422) - Złota";2,35;2.0920Z;178;
8720000000000;"Naklejka Ażurowa ""Szlaczki wąskie"" (2404) - Srebrna";2,35;289000S;25;
8720000000000;"Naklejka Ażurowa ""Szlaczki wąskie"" (2404) - Złota";2,35;289000Z;67;
8720000000000;"Naklejka Ażurowa ""Szlaczki z serduszek""(R421) - Srebrna";2,35;2.0910S;227;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki z serduszek""(R421) - Złota";2,35;2.0910Z;149;WYCOFANY
;"Naklejka Ażurowa ""Szlaczki"" - Biała";2,25;2045B;0;
;"Naklejka Ażurowa ""Szlaczki"" - Niebieska";2,25;204500N;0;
;"Naklejka Ażurowa ""Szlaczki"" - Niebieski";2,25;1997N;0;
;"Naklejka Ażurowa ""Szlaczki"" - Różowa";2,25;204500R;0;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" - Srebrna";2,35;183900S;104;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" - Srebrna";2,35;204500S;0;WYCOFANY
;"Naklejka Ażurowa ""Szlaczki"" - Zielona";2,25;204500ZI;0;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" - Złota";2,35;183900Z;162;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" - Złota";2,35;204500ZŁ;0;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki"" - Żółta";2,35;204500Ż;98;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (1600)- Srebrna";2,35;246200S;232;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (1600)- Złota";2,35;246200Z;191;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (R208) - Srebrna";2,35;1.2390S;34;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (R208) - Złota";2,35;1.2390Z;194;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (R426) - Złota";2,35;2.0970Z;46;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (R426)- Srebrna";2,35;2.0970S;101;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (R427) - Srebrna";2,35;2.0980S;201;
8720000000000;"Naklejka Ażurowa ""Szlaczki"" (R427) - Złota";2,35;2.0980Z;159;
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R418) - Srebrna";2,35;2.0950S;43;WYCOFANY
;"Naklejka Ażurowa ""Szlaczki""(R418) - Złota";2,35;2.0950Z;150;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R535) - Srebrna";2,35;1.3180S;162;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R535) - Złota";2,35;1.3180Z;162;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R565) - Srebrna";2,35;1.3480S;172;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R565) - Złota";2,35;1.3480Z;144;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R599) - Srebrna";2,35;1.3880S;132;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R599) - Złota";2,35;1.3880Z;60;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R667) - Srebrna";2,35;1.4170S;52;
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R667) - Złota";2,35;1.4170Z;67;
;"Naklejka Ażurowa ""Szlaczki""(R674) - Srebrna";2,35;1.4200S;48;
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R674) - Złota";2,35;1.4200Z;36;
;"Naklejka Ażurowa ""Szlaczki""(R73) - Srebrna";2,35;1.0860S;167;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki""(R73) - Złota";2,35;1.0860Z;39;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Szlaczki-kwiatki""(R1649) - Srebrna";2,35;2.5940S;110;
8720000000000;"Naklejka Ażurowa ""Szlaczki-kwiatki""(R1649) - Złota";2,35;2.5940Z;165;
8720000000000;"Naklejka Ażurowa ""Szopka""(R113) - Srebrna";2,35;1.1165S;182;
8720000000000;"Naklejka Ażurowa ""Szopka""(R113) - Złota";2,35;1.1165Z;289;
8720000000000;"Naklejka Ażurowa ""Ślub""(R095) - Srebrna";2,35;1.1110S;65;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Ślub""(R095) - Złota";2,35;1.1110Z;46;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Śnieżynki"" - Biała";2,35;2031B;0;
8720000000000;"Naklejka Ażurowa ""Śnieżynki"" - Srebrna";2,35;242600S;171;
5900000000000;"Naklejka Ażurowa ""Śnieżynki"" - Srebrna";2,35;DD 7069S;0;
8720000000000;"Naklejka Ażurowa ""Śnieżynki"" - Srebrna Perłowa";2,35;242600SP;130;
8720000000000;"Naklejka Ażurowa ""Śnieżynki"" - Złota";2,35;242600Z;152;
5900000000000;"Naklejka Ażurowa ""Śnieżynki"" - Złota";2,35;DD 7069Z;178;
;"Naklejka Ażurowa ""Śnieżynki"" - Złota Perłowa";2,35;242600ZP;1;
;"Naklejka Ażurowa ""Śnieżynki"" - Złoty";2,25;203100Z;0;
8720000000000;"Naklejka Ażurowa ""Śnieżynki""(R807) - Diamentowy Srebrny";3,3;1.7600SD;14;
8720000000000;"Naklejka Ażurowa ""Śnieżynki""(R807) - Diamentowy Złoty";3,3;1.7600ZD;3;
;"Naklejka Ażurowa ""Śnieżynki""(R807) - Złoty";2,25;1.7600Z;0;
8720000000000;"Naklejka Ażurowa ""Świąteczny mix"" (R554) - Srebrna";2,35;1.3590S;73;
8720000000000;"Naklejka Ażurowa ""Świąteczny mix"" (R554) - Złota";2,35;1.3590Z;0;
5900000000000;"Naklejka Ażurowa ""Świece 1"" - Srebrna";2,35;2139S;1354;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Świece 1"" - Złota";2,35;2139Z;1444;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świece"" - Srebrna";2,35;242900S;80;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Świece"" - Srebrna";2,35;DD 7068S;47;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świece"" - Srebrna Perłowa";2,35;242900SP;0;
8720000000000;"Naklejka Ażurowa ""Świece"" - Złota";2,35;242900Z;61;WYCOFANY
5900000000000;"Naklejka Ażurowa ""Świece"" - Złota";2,35;DD 7068Z;57;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świece""(R590) - Srebrna";2,35;1.3800S;172;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świece""(R590) - Złota";2,35;1.3800Z;125;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świeczki""(R102) - Srebrna";2,35;1.1055S;24;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świeczki""(R102) - Złota";2,35;1.1055Z;99;WYCOFANY
8720000000000;"Naklejka Ażurowa ""Świeczki/gwiazdki""(R68) - Srebrna";2,35;1.2100S;190;
8720000000000;"Naklejka Ażurowa ""Świeczki/gwiazdki""(R68) - Złota";2,35;1.2100Z;112;
